index,type_id,result_score
10151,2,0.000155069006723
10152,10,0.000777603476308
10153,10,0.00245398608968
10154,10,0.00135298795067
10155,10,0.00133820751216
10156,2,0.00016182330728
10157,10,0.000621418585069
10158,10,0.000459799834061
10159,10,0.00190279108938
10160,2,0.000224706920562
10161,2,0.00106284790672
10162,2,0.000156753216288
10163,10,0.000912755029276
10164,10,0.00829889439046
10165,10,0.100664436817
10166,2,0.000202235096367
10167,10,0.000363719213055
10168,10,0.104943834245
10169,10,0.00101699517109
10170,2,0.000125244332594
10171,2,0.000130680433358
10172,10,0.00620158622041
10173,10,0.00250363582745
10174,2,0.0142205338925
10175,10,0.0153214549646
10176,10,0.0711133033037
10177,10,0.020912559703
10178,2,0.00014332900173
10179,10,0.00030500793946
10180,10,0.00206774752587
10181,10,0.000677839911077
10182,10,0.00249239220284
10183,10,0.000364445324522
10184,10,0.000379348581191
10185,10,0.00160872528795
10186,10,0.0319898873568
10187,2,0.0107735190541
10188,2,0.000153855682584
10189,2,0.000223462586291
10190,2,0.000150818290422
10191,2,0.000171669249539
10192,2,0.000160666342708
10193,10,0.0442512743175
10194,10,0.000150269799633
10195,10,0.00106779648922
10196,10,0.00323333428241
10197,10,0.000802427646704
10198,10,0.000264965405222
10199,10,0.00132769485936
10200,10,0.000555136415642
10201,2,0.00126262090635
10202,10,0.000694193644449
10203,10,0.000205378630199
10204,10,0.000226465897867
10205,10,0.000207118209801
10206,10,0.000254985759966
10207,10,0.001508804271
10208,10,0.000362329505151
10209,10,0.00417757965624
10210,10,0.00518996128812
10211,10,0.000475416571135
10212,10,0.00256302393973
10213,2,0.000153797445819
10214,2,0.000150927051436
10215,10,0.000947425840423
10216,5,0.0312958955765
10217,2,0.00131128693465
10218,2,0.000102953767055
10219,10,0.129378676414
10220,10,0.049687538296
10221,10,0.0788139626384
10222,10,0.0904630720615
10223,10,0.0697982087731
10224,10,0.060158174485
10225,10,0.0289966557175
10226,2,0.00252048298717
10227,2,0.00351997464895
10228,2,0.0028365124017
10229,10,0.00156248698477
10230,10,0.00120418309234
10231,5,0.311419904232
10232,5,0.0692264288664
10233,10,0.0097207473591
10234,10,0.0335994511843
10235,10,0.0513655953109
10236,10,0.0625578984618
10237,10,0.0355004705489
10238,5,0.039405990392
10239,10,0.0104324026033
10240,10,0.028989687562
10241,10,0.00298865023069
10242,2,0.000375149655156
10243,5,0.0804686993361
10244,2,0.000230566729442
10245,2,0.00018048689526
10246,2,0.000125244332594
10247,2,0.000145135447383
10248,2,0.000152347507537
10249,2,0.000482399598695
10250,10,0.00510834157467
10251,10,0.00089118356118
10252,2,0.000378231692594
10253,2,0.00276593933813
10254,2,0.000870656513143
10255,2,0.000608834729064
10256,10,0.000161500822287
10257,2,0.000318580365274
10258,2,0.00297356606461
10259,10,0.00455006258562
10260,10,0.0105250729248
10261,10,0.177349984646
10262,2,0.153344422579
10263,2,0.0380283854902
10264,2,0.00013562006643
10265,2,0.000200695285457
10266,10,0.00670497771353
10267,10,0.0138110863045
10268,10,0.00244517740794
10269,2,0.0183854959905
10270,2,0.0390248037875
10271,10,0.000636638258584
10272,10,0.00615772372112
10273,2,0.000102793077531
10274,2,0.031774636358
10275,2,0.23262809217
10276,2,0.0353501774371
10277,10,0.00652652978897
10278,10,0.00319852819666
10279,10,0.0227863956243
10280,10,0.123031951487
10281,5,0.107009679079
10282,2,0.0418570078909
10283,10,0.113007232547
10284,2,0.0448023676872
10285,2,0.0127694383264
10286,10,0.0356123782694
10287,10,0.344270437956
10288,10,0.000414471141994
10289,10,0.0102111315355
10290,2,0.000156905283802
10291,2,0.000145556492498
10292,2,0.000148878083564
10293,10,0.00139275926631
10294,10,0.0012630376732
10295,2,0.000105634659121
10296,10,0.0293728969991
10297,2,0.000148221122799
10298,2,0.00013922843209
10299,2,0.000166473619174
10300,2,0.000151696498506
10301,2,0.00065830454696
10302,2,0.000809954188298
10303,2,0.000440887117293
10304,2,0.00017410433793
10305,2,0.000264745467575
10306,2,0.000413733359892
10307,10,0.00124337803572
10308,10,0.000766704382841
10309,10,0.000810760073364
10310,2,0.000567655893974
10311,10,0.0365928784013
10312,2,0.0374320298433
10313,2,0.00906066969037
10314,0,0.0392449945211
10315,2,0.0083291195333
10316,10,0.095794044435
10317,2,0.000150818290422
10318,2,0.000147225669934
10319,10,0.25301143527
10320,10,0.178420200944
10321,2,0.000112420151709
10322,10,0.0742991641164
10323,10,0.0309959612787
10324,10,0.014078960754
10325,2,8.64836474648e-05
10326,10,0.00260760285892
10327,10,0.0684217661619
10328,2,0.0102455690503
10329,10,0.0497758947313
10330,2,0.0209956020117
10331,2,0.000153642511577
10332,2,8.38752603158e-05
10333,2,0.0116030583158
10334,10,0.0449871383607
10335,2,0.00140763656236
10336,10,0.00349817541428
10337,2,0.0029183558654
10338,2,0.000550252501853
10339,2,0.00152051995974
10340,10,0.00160934729502
10341,10,0.000202912473469
10342,10,0.00039212606498
10343,2,0.000188143501873
10344,10,0.0148410787806
10345,10,0.000161379677593
10346,10,0.000242222682573
10347,10,0.00012039806461
10348,10,0.000314550998155
10349,10,0.000427791266702
10350,10,0.000204165960895
10351,10,0.0988625958562
10352,2,0.000793316634372
10353,2,0.000347613473423
10354,10,0.000202232578886
10355,5,0.0589503459632
10356,10,0.000792947772425
10357,10,0.000975302071311
10358,10,0.000809469667729
10359,10,0.000590008799918
10360,10,0.00014448769798
10361,2,9.49665918597e-05
10362,2,0.000120731237985
10363,10,0.0862597450614
10364,10,0.00480866618454
10365,2,0.00219705235213
10366,10,0.000255192222539
10367,10,0.000669405329973
10368,10,0.00100076710805
10369,10,0.00446911389008
10370,10,8.61594016897e-05
10371,2,8.84790788405e-05
10372,10,0.000134875430376
10373,2,9.01386229089e-05
10374,2,0.0001142460751
10375,10,0.000779850815888
10376,10,0.0219408497214
10377,2,0.000188023186638
10378,10,0.0108005069196
10379,10,0.000648653542157
10380,10,0.000198271154659
10381,2,0.000109642111056
10382,2,0.0172103326768
10383,10,0.0195163693279
10384,10,0.000147953818669
10385,2,0.000519636378158
10386,10,0.000782854389399
10387,10,0.00079126417404
10388,10,0.000652607181109
10389,10,0.00132934481371
10390,10,0.00130545871798
10391,2,0.000144155084854
10392,2,0.000174176078872
10393,2,0.000126692088088
10394,2,0.000159315313795
10395,10,0.0160909425467
10396,10,0.0276047252119
10397,10,0.000537230574992
10398,2,0.000368750625057
10399,2,0.000265472393949
10400,10,0.0175886787474
10401,10,0.00053839472821
10402,10,0.00236843037419
10403,10,0.00254132505506
10404,10,0.000429504405474
10405,10,0.00385686382651
10406,10,0.0029804687947
10407,10,0.00135811849032
10408,10,0.000860805506818
10409,10,0.00292837712914
10410,10,0.000285644258838
10411,10,0.000397080992116
10412,10,0.000570224423427
10413,10,0.00345195317641
10414,10,0.00174235901795
10415,10,0.000914771459065
10416,10,0.0147386444733
10417,10,0.0027268154081
10418,10,0.00163686007727
10419,10,0.00350403459743
10420,10,0.00230840756558
10421,10,0.00149673735723
10422,10,0.00107310188469
10423,10,0.00141853489913
10424,10,0.00329274311662
10425,10,0.000546132796444
10426,10,0.00190742779523
10427,10,0.00664450135082
10428,10,0.00769157754257
10429,10,0.00094080355484
10430,10,0.00085005274741
10431,10,0.000342027895385
10432,10,0.000572574674152
10433,10,0.000589240517002
10434,10,0.0640889257193
10435,10,0.0385496541858
10436,10,0.0399396903813
10437,2,0.00367500144057
10438,10,0.000464543729322
10439,2,0.00107307068538
10440,10,0.00149473559577
10441,10,0.000800346722826
10442,10,0.000126842220197
10443,10,0.000850042677484
10444,10,0.000191687024198
10445,10,0.000273201265372
10446,10,0.0319017805159
10447,2,9.4411734608e-05
10448,10,0.00519449356943
10449,10,0.000888413342182
10450,10,0.000359750003554
10451,10,0.116005897522
10452,5,0.0319633185863
10453,10,0.00184805039316
10454,5,0.00455260323361
10455,2,0.000206661541597
10456,2,0.0567944087088
10457,10,0.00151413457934
10458,10,0.00134133757092
10459,10,0.00224407203496
10460,10,0.00416286475956
10461,2,0.000128336221678
10462,2,0.000156839625561
10463,2,0.0064243581146
10464,2,0.000792294100393
10465,2,0.000404986756621
10466,2,0.000310081755742
10467,2,0.00029263398028
10468,2,0.000292462995276
10469,2,0.000605489709415
10470,2,0.000125721751829
10471,2,0.000177901805728
