index,type_id,alarm_id,cycle_num,is_train,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,label
10151,2,0,100,0,0.0,0.0173085740486,0.424242424242,0.0450857672694,0.464646464646,0.0263334827432,0.434343434343,0.0898210290828,0.515151515152,0.166296378583,0.535353535354,0.149616079494,0.535353535354,0.160874144286,0.505050505051,0.168066010423,0.565656565657,0.0728206478799,0.515151515152,0.141764405915,0.515151515152,0.0945793337098,0.484848484848,0.0296098793152,0.479591836735,0.0166524338173,0.397959183673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00587828492393,0.515151515152,0.0137307434695,0.525252525253,0.0287586053742,0.515151515152,0.195763087844,0.555555555556,0.0946634189548,0.545454545455,0.123985154257,0.525252525253,0.114123885274,0.535353535354,0.0340201245807,0.535353535354,0.086782376502,0.565656565657,0.081494057725,0.545454545455,0.0187536916716,0.484848484848,0.00577949021932,0.393939393939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00266844563042,0.242424242424,1.0,2
10152,10,0,99,0,9.85221674877e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.116469918888,0.606060606061,0.0856329935582,0.606060606061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.986486486486,10
10153,10,0,50,0,0.000197044334975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0145257761322,0.520408163265,0.0117403314917,0.53125,0.0336159017831,0.585858585859,0.193557833089,0.59793814433,0.0174114915844,0.625,0.0328791469194,0.583333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0319337670018,0.565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000848896434635,0.030303030303,0.0,0.0,0.0,0.0,0.0161192214112,0.535353535354,0.0,0.0,0.286846741045,0.626262626263,0.570333235034,0.636363636364,0.0,0.0,0.0316715542522,0.555555555556,0.0680992736077,0.59595959596,0.0161821995805,0.545454545455,0.0172101449275,0.575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.324324324324,10
10154,10,0,52,0,0.000295566502463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.114596238316,0.628865979381,0.0,0.0,0.0128167152695,0.46875,0.0290947301851,0.5625,0.0147885241053,0.525252525253,0.0,0.0,0.0315584770106,0.565656565657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0169384344392,0.606060606061,0.483179456945,0.626262626263,0.0981698338195,0.59595959596,0.0,0.0,0.0646070031628,0.575757575758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.351351351351,10
10155,10,0,68,0,0.000394088669951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0104358715701,0.484848484848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116287390815,0.525252525253,0.0112849834487,0.515151515152,0.0451193395772,0.565656565657,0.0624490433206,0.585858585859,0.0236831286691,0.555555555556,0.0536915646041,0.535353535354,0.0209193847004,0.505050505051,0.0226956230447,0.525252525253,0.0557242824728,0.535353535354,0.0106960147168,0.474747474747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.567567567568,10
10156,2,0,50,0,0.000492610837438,0.0332416322788,0.252525252525,0.0324524802967,0.252525252525,0.0298072613178,0.242424242424,0.0257270693512,0.282828282828,0.0248833592535,0.282828282828,0.0359078590786,0.272727272727,0.0413375460769,0.252525252525,0.0454545454545,0.282828282828,0.0379246773769,0.282828282828,0.0316165221826,0.30303030303,0.0265386787126,0.171717171717,0.0331181588549,0.285714285714,0.0273270708796,0.244897959184,0.0159498718314,0.234693877551,0.0138121546961,0.28125,0.0137386729027,0.232323232323,0.00585651537335,0.0721649484536,0.00754497968659,0.125,0.00562796208531,0.166666666667,0.00558166862515,0.197916666667,0.00709849157054,0.141414141414,0.0082328726845,0.121212121212,0.00561797752809,0.0909090909091,0.00859259259259,0.222222222222,0.00174398325776,0.0505050505051,0.323792076941,0.656565656566,0.264514630748,0.666666666667,0.419977037887,0.727272727273,0.246457607433,0.69696969697,0.391651459854,0.69696969697,0.447150735294,0.69696969697,0.443236714976,0.69696969697,0.455560619872,0.717171717172,0.485016136468,0.727272727273,0.36503683858,0.686868686869,0.430379746835,0.69696969697,0.386645962733,0.686868686869,0.382860938884,0.676767676768,0.463697517977,0.676767676768,0.446613641841,0.707070707071,0.423814087207,0.717171717172,0.437650200267,0.69696969697,0.411997736276,0.686868686869,0.396042528057,0.676767676768,0.363070539419,0.676767676768,0.345802919708,0.686868686869,0.220884742702,0.676767676768,0.181738109219,0.707070707071,0.26363904453,0.717171717172,0.0838650865998,0.646464646465,0.0533724340176,0.686868686869,0.00665859564165,0.0707070707071,0.0110878034162,0.0707070707071,0.0135869565217,0.161616161616,0.0123800680904,0.121212121212,0.0341352405722,0.232323232323,0.0541666666667,0.191919191919,0.0295754026354,0.222222222222,0.0250569476082,0.222222222222,0.0415439010018,0.242424242424,0.0292864749734,0.242424242424,0.0289966641006,0.222222222222,0.0245296499166,0.20202020202,0.0300200133422,0.252525252525,0.324324324324,2
10157,10,0,100,0,0.000591133004926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000461041954818,0.040404040404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0942114589486,0.424242424242,0.214137522229,0.414141414141,0.228558394161,0.393939393939,0.193499849534,0.30303030303,0.210804462713,0.40404040404,0.20569153642,0.444444444444,0.21452446065,0.40404040404,0.197360703812,0.414141414141,0.190223970944,0.383838383838,0.165567875337,0.414141414141,0.142059178744,0.363636363636,0.151346332405,0.454545454545,0.123862158648,0.40404040404,0.112310606061,0.414141414141,0.0590043923865,0.424242424242,0.00330296127563,0.252525252525,0.00176782557454,0.0909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
10158,10,0,100,0,0.000689655172414,0.0,0.0,0.0,0.0,0.0,0.0,0.000559284116331,0.0505050505051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0537507383343,0.363636363636,0.111440426793,0.40404040404,0.118156934307,0.414141414141,0.164459825459,0.40404040404,0.181884908984,0.414141414141,0.127838395753,0.40404040404,0.147219690064,0.393939393939,0.0935483870968,0.414141414141,0.0611380145278,0.373737373737,0.0606832484267,0.40404040404,0.0104166666667,0.272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10
10159,10,0,100,0,0.000788177339901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098125564589,0.838383838384,0.0724065297525,0.808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00846671305961,0.737373737374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2
10160,2,0,50,0,0.000886699507389,0.0,0.0,0.0,0.0,0.017032720753,0.767676767677,0.0,0.0,0.370362141746,0.838383838384,0.528003613369,0.868686868687,0.019747235387,0.757575757576,0.0448755066589,0.787878787879,0.0821701343166,0.818181818182,0.0191228964814,0.757575757576,0.0225861095426,0.808080808081,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0663094440723,0.767676767677,0.0333111259161,0.767676767677,0.0885093167702,0.828282828283,0.551594331267,0.828282828283,0.0185571793087,0.808080808081,0.0920703784044,0.787878787879,0.111164350743,0.808080808081,0.0811748998665,0.787878787879,0.0,0.0,0.0463673951565,0.808080808081,0.0,0.0,0.0,0.0,0.000902798675895,0.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000899011087803,0.030303030303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000889481876807,0.040404040404,0.324324324324,2
