type_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,label
2,-39.3218546895,115.274259299,3.42299790701,86.0335501825,59.8577623382,-35.3355776954,-47.5622460596,-8.29060519148,27.7016931576,51.625397674,4.93842585886,0.914967011943,-20.9425337263,15.2095396493,-4.72778809046,5.15455427158,15.1550412787,2.19736776239,5.1331164024,2.6138085049,-26.1022619756,-4.88020417338,8.5627124634,4.88342418713,-7.53249668845,-0.245758932278,-0.411299604992,0.921066585487,6.72918126889,19.6065153783,6.59378598939,0.898556662189,7.17470866213,-0.32688790545,-2.62791554469,6.14758704037,-7.5354970503,2.67796548754,-4.51935321247,-10.3281471091,-9.95005176834,-14.0629390258,5.42473668283,-2.65206480608,0.560157973925,-5.83400394483,-3.58253683693,3.76543007906,-2.49682654531,-5.43988415034,5.45107197817,-2.5797850927,-4.02409886447,3.95979995281,-2.86378202506,8.76025441164,-6.66140337385,-8.81497067485,-2.91962998609,-2.61139887292,-5.59834704516,-1.6796023638,8.3661101306,-3.42159357327,1.73859789934,2.23626663322,2.69374724181,0.30624642367,2.7726973297,7.48709931647,10
10,-74.8448384677,-82.8535460639,-64.8901021437,-15.9644630199,28.0820362524,23.9102255702,-17.4467582195,-15.7494957154,18.1494086687,-5.09663080895,-13.9131992516,3.39596590449,-3.6465961258,-5.7725935617,-6.23133242001,10.9000917281,0.654263784088,6.04759941399,-7.62138216012,-1.31032619227,-5.02653900696,5.58503636764,-10.312606385,-0.0199045815643,-0.316697368087,-3.94729418013,5.45173025928,-0.725461282993,21.9169769065,12.7686361946,1.05467055965,-1.67769925304,-2.6504189214,-1.19282333056,9.30093630896,3.1816298906,-0.311886616497,3.21178997391,-22.2120403125,-9.42595002201,-0.587848315758,-4.86334787378,-14.8058331118,-8.97618529843,2.91938798988,6.36790818225,19.6551791503,9.07008358132,6.85057715877,-4.85943706301,-18.8541252582,16.5889408886,16.1566346223,10.7079905325,4.71393459003,-0.337596501556,16.0176599623,-10.9358095058,-0.834723101783,1.78922868949,11.2119394922,-4.22970148299,9.49488148997,-6.77624584333,18.7042776473,1.66877519801,4.6247532225,5.58073455393,-0.39129599908,0.185531401425,2
10,42.6980369111,-79.5912940209,-102.089272361,9.24724047137,-37.1074722969,83.1067202361,-14.0974423831,-16.4509911276,-14.5098919554,-32.2709324022,-27.0450882078,-9.41549730978,-1.86289621955,-11.3541724599,-8.38267306404,-2.90344154652,6.38064119747,0.0103993973584,-1.56813373288,6.95561816309,-8.32332953973,18.4691267373,-12.0610370584,14.5691684105,6.19710539113,-18.1826124311,-3.67864440937,1.01056238058,-2.13217869398,-32.3198604209,-8.88868150938,2.42334575268,-0.850901666073,-3.76767921362,-25.7919142133,-28.4933367693,14.6273429694,-25.7518164408,-21.0770139602,7.65433255478,16.063004849,-1.41760061677,29.3323130211,10.4640942592,-23.8253530531,-0.393055536562,-17.2707887818,-14.185406644,18.2033014814,38.9911949828,26.837815844,-19.5626047437,-18.847260019,-1.66173808552,-24.256625267,-12.8870724576,-6.25566171712,10.9547654316,3.69131153898,-3.75680614964,-9.56513938819,35.4852429071,-3.26882707982,18.9570793478,12.4955899177,3.9325101962,-6.37900246985,7.63423103406,-0.311926653307,-3.73421365495,2
10,-10.0343051069,-84.0048108518,-83.9015014967,7.49047174831,-36.9784669975,69.4633636748,-4.53316315991,-11.8825453703,3.53693684289,-21.475343412,-29.6516032852,-7.09010123134,5.34169111867,-4.14078028712,3.72588312485,-6.52941873439,-1.12907955284,5.24666115168,-11.1421789099,1.37924651607,-31.1626466376,-1.055376302,-12.3128312464,-19.7234041807,-11.2365219765,-0.104615653187,12.2231038477,-2.20576617035,18.2543863604,17.8754480128,0.536110962138,-15.6596537999,-16.3621988146,1.72273882868,-11.1198943381,1.12294295803,2.91373645111,22.8678419964,-23.0903371999,-19.8385314621,10.9844181217,-31.1730800201,15.947360127,3.2691313461,23.7535155422,14.5488873469,5.13269079979,9.94164745538,8.27332295419,3.89897032477,-33.3691389048,-21.9077069789,-13.482990968,-23.0586759246,-17.687940711,-0.0140372853669,40.1301526334,4.30545016151,28.4997726041,-2.61171263128,3.0323134556,-31.3887127401,9.49384398017,14.1821588366,-1.83936872918,1.45219150862,-8.99826640649,7.59179102398,3.4578231919,-0.826764444527,2
10,12.3025907899,-74.9431963895,-80.6263489482,-65.8031352809,-11.580690753,61.7423345003,-47.3048374962,-21.3397231648,42.9871402394,-11.1845777015,-29.8176958469,-8.63258091635,-1.10740340367,3.86769531023,-12.59206959,-14.5312695172,3.70468248986,24.8394031698,-5.33750600573,14.2049281052,-5.12062189533,2.6170585602,-4.853039322,-9.36935850957,-14.0524814895,-2.93761049752,-5.51057216707,1.96530089024,-21.0151318097,-0.31849293483,-4.72251182735,-8.56070171162,-9.11463889277,14.4353370052,-22.2654093587,-8.67104662585,-1.15164318549,-3.79407163762,-1.31344670977,2.68511000209,-4.80450425453,6.22547618693,10.4731507765,10.191941385,-6.43353936685,1.9822911958,-8.29979382385,-1.35481787654,9.40569110735,0.238897909373,-8.45293588839,6.12286781145,0.365355230052,0.457376730509,7.6558007637,-3.13763229111,-1.56304860036,-4.92243467941,-6.37079367426,11.3731291544,-0.265098537274,9.35849638819,-3.41251503691,-6.55250964061,-4.42607018217,0.0977527086451,0.444481401075,5.08062495166,6.74791811237,0.324967173314,2
2,22.7282551772,26.7388100235,35.0823319706,23.7072736965,18.225998792,-31.7489177364,0.732654085951,-43.8386271506,0.161018561641,3.65814805288,-25.227236309,-17.4421133448,-8.15927984242,-5.18001603572,18.0928149862,-7.29298148229,7.99862295789,-12.1731950457,-6.65455385554,-3.51087183995,-8.74055257657,-3.43088780271,8.69062123483,-21.4450622042,0.037429305475,5.82628099922,-7.84341452702,-4.70975537152,1.55288031992,-3.41479594153,-3.70204591368,-0.63241168674,-0.991558176734,-3.38177582639,1.23446831556,0.222627055756,7.15997335572,-3.88021956179,-2.32803825389,15.0085780265,-2.17062305564,6.77436404806,6.30326030284,-3.06415393428,-7.04653012122,8.36315942326,8.6874888114,4.61483829246,3.19323253687,1.26724989221,-1.16276776328,1.55797928953,-4.50954803986,-5.68882988423,-6.41916455489,-6.62403229299,4.47444959837,4.49442614379,3.26900631231,-3.66476275069,5.79424633214,5.98174543401,-1.17163562268,0.941951436531,3.11587305736,-0.515503000216,-1.82268611065,6.86397722589,-4.60120937561,-2.27611832459,2
10,64.3101024972,-77.9718360358,-98.2658654543,-50.1690736604,16.2713821028,40.2627592711,-7.54354235959,-31.9261969073,31.0156181595,2.41211841623,-13.2619814941,-19.4526560734,13.3884353968,17.5450090428,-4.09337619744,-5.30166063399,-19.1282476352,18.1150472908,6.065941362,9.83276920075,-8.02490471692,9.067151102,-22.2883164709,-13.0423310402,-8.41888310551,0.680370412034,-2.21111329826,7.80821520828,-25.6151098859,-13.7216451596,-6.24616895094,-5.25558090001,-7.73345146437,14.8312090816,-17.4081647135,-10.3632445824,-6.45728238472,22.5364879336,5.53252374846,5.56064482859,-5.568457403,14.5734255866,-25.0636218295,8.66363905133,-22.2545970716,9.33927102134,15.6748802478,-8.12498753011,-9.70314992249,-21.8873344911,-0.451800124852,7.47445651808,13.5536932718,-5.98334390099,-7.63233008303,-15.6989108499,0.901662243103,15.0833434764,-5.48990488322,-26.6455284482,20.5786552528,21.9955853091,-13.8753568798,7.85000034563,-9.29295853155,-11.2083305333,15.2608451539,-7.93506528926,1.72797241823,0.103679341624,2
10,-30.1027734217,-82.8743951911,-36.6624361129,-21.2817465818,18.1249660396,-2.90266450045,31.7977843486,37.9879318169,53.803910882,21.4347424217,32.0149294939,-22.9191036834,24.4641067731,3.22848900525,-30.5822443475,-16.9465079898,-29.6370235302,5.80325726957,-10.6466353295,-4.95242995853,-5.35829509886,11.263990694,-4.232999688,-1.21938311104,-5.31600642643,9.86369429122,-2.5783549295,3.71234176973,3.80684853361,3.34100945457,6.23985857728,0.867043545878,5.80646091371,-4.34461920908,0.569733365322,-4.79302437445,-3.4073496965,-4.86405275434,-4.71829841002,2.93985120126,-2.75732199237,6.77324162574,-4.22440110686,-6.07930505366,0.363959936019,-5.11390828814,0.283275162496,-0.137010825153,16.3175029812,9.93580520539,-11.2165213923,6.88551072797,2.05309371204,12.6070571562,-6.19973903788,-0.319747051349,5.3812508764,-14.8426977335,-8.60829340086,-4.69513541374,-3.03132295898,5.52403732891,10.0749815261,13.6123916126,7.49119658553,-0.999293672354,-1.48764704576,-4.65488493654,4.55984923129,0.533465612439,2
10,-26.148589544,-84.2992668448,-21.1725926796,-8.43736751259,25.2482137534,20.2023652106,-18.431127691,-38.8710338837,1.50737403991,-7.82130320233,-9.39590858837,22.6201512961,3.21540025285,-1.30725575524,21.9238451045,-7.71838452383,-2.8510825852,-3.7438749395,6.82882808679,8.12924556977,-14.7953992542,32.1613293464,-13.0509584748,6.00970538491,-3.75046167899,1.47600228218,-41.2610389702,-1.43537120054,36.3686391589,7.21324716668,39.7757775301,0.381947099909,-6.00734806909,-4.84360231253,-12.3837679324,-7.13057721774,12.2445932781,-0.855753962279,15.1360278455,10.204273692,3.38870311431,3.69546518258,25.1476739067,1.33207403106,48.9137261564,19.5137913972,-3.55840828942,-18.368654153,15.9971443281,-22.4961960107,-14.6717892498,3.51672565631,-12.5866456715,-25.9463594687,5.72616103795,-7.6086806636,27.979487944,0.0625394625678,-9.31297031863,-10.1905584447,-7.72122020417,-16.7168257889,-5.1332184109,4.14915303253,17.9359918597,10.7155447129,-11.3784636997,2.48023311728,4.50712023935,1.87410545437,2
2,-40.1145300712,58.0671598825,-29.1962177628,12.2595579159,50.5690926924,0.625122876853,-11.6461865696,15.3798198663,7.44178607344,14.1012544838,25.4465800134,-14.1675643764,-3.12427420844,-15.2128630865,-14.2042311189,6.21919939126,0.143881938105,-4.44673532942,2.33256683418,8.21064971017,22.4085421094,7.72067012113,1.80456135052,-11.7583043963,-10.8923345374,4.63132798106,0.491493687783,-3.59995852482,-7.95107773668,-11.9788391549,-14.0627165808,14.4372780864,0.67490463467,3.97810454524,3.07269728887,23.0089349678,16.767106733,3.85523338158,6.58184724893,-3.01071198211,0.513171414961,0.342943695071,13.118893112,11.1254377764,-1.42224266028,-16.214542659,-3.92866493645,-24.0268638695,-7.32116299651,-13.9109676738,-19.5912164752,7.71277075576,0.418988130071,-0.441370307139,-12.3707654873,7.53754975641,-10.4880864263,7.04545896763,19.8848178861,-2.87629467127,-3.52795453182,2.98788192777,-18.1884876254,-1.41873898836,-4.8291487284,12.7436422571,4.94275579671,6.00203411414,-2.99287471556,5.82390178948,10
