type_id,0,1,2,3,label
2,3.36148156369,0.782497167706,-0.316474920143,0.358455116291,2
10,-1.93508753874,0.289090140047,-0.449556287241,-0.814420141848,10
10,-2.15509988671,1.46172826399,-0.340170185749,-1.72821597674,10
10,-2.86530035591,0.476908268595,0.572797527892,-1.78679220546,10
10,-2.15858462163,0.852202769028,0.228382713875,1.26901101891,10
2,0.628729023698,-0.421049897042,-0.160642757275,-0.256257425178,2
10,-2.47705006339,-1.27812342986,0.141289757561,-1.00943470029,10
10,-1.57804047701,1.09142707217,1.03036531091,-0.105162696866,10
10,-1.24115185634,1.26498571485,-1.73294011998,-1.33910752547,10
2,0.843566447454,1.2452266012,-2.06372328055,-0.254176061545,2
10,-1.61304047808,0.498166187807,0.804389363286,-0.572404767568,10
10,-1.93939919422,-1.18723335141,-1.55202905869,-1.69305219514,10
10,-1.47279727519,-0.109088486886,0.273496333033,2.24677026275,10
2,1.02964979322,1.39895744705,-0.679194465355,-0.272911427379,2
2,1.7003812289,0.114908608665,0.823664120692,-0.453019232035,2
10,-1.2842747331,0.919363527033,0.180721512904,-0.84626461562,10
10,-2.38682789992,0.529959977609,-0.222846598819,-0.113839055126,10
2,-0.633072717883,-2.06976816918,-0.905083330082,1.22578136606,10
10,-1.05180760712,-0.901689020794,-0.547720980062,0.676219317151,10
10,-0.948361968118,-0.273267538665,-0.37469822332,-0.706435988401,10
10,-1.2293689498,-0.617364423414,1.0816188855,1.68522545964,10
2,0.837635297877,0.120702904804,0.579626834351,-0.073917985651,2
10,-1.72731893662,0.166456196043,-0.0711418221195,-0.125016517108,10
10,-1.51251256688,0.598557069919,0.430988262854,0.857243167292,10
10,-2.30125004022,1.56650835809,-0.863155644893,-1.77724916471,10
10,-1.24724750416,-0.195730721393,-0.574399983881,-0.199898862007,10
10,-1.81451535343,0.961127300774,-0.684390819085,0.380076445093,10
10,-3.03591261673,2.47185094623,-1.35876004722,-0.557593593302,10
10,-2.36158322548,-0.626564927969,-0.116150482012,-0.268284083646,10
10,-0.621669093168,-1.08842003665,1.10521599325,0.999060107183,10
2,-0.887724494918,0.991878729936,0.886003650943,0.560671692221,10
2,0.985108383449,0.948197811575,-0.625997462882,-0.110822061901,2
2,1.26473906701,0.982241782126,-0.622725968861,0.739810204317,2
2,1.22217290651,1.0259322578,-0.842405916377,0.258510436552,2
2,0.73869532801,0.884239810299,-0.555416377765,0.460054057871,2
2,1.67503152212,0.82391283051,-1.64728761426,-0.142444322708,2
10,-0.920395724106,0.895740519823,0.426815861349,-0.0494039220277,10
10,-0.327272134607,1.47088003175,-0.849030898341,-0.399560232697,10
10,-1.7551335719,0.429287749436,-0.630048241582,-0.0408224325072,10
10,-2.50787233893,-0.494464848282,-1.66321419015,-0.358180622767,10
10,-0.983630073386,1.27208421571,-2.24711169775,0.0507776630826,10
10,-1.31813805798,1.12880472771,0.87099540619,-0.556758744053,10
10,-2.06785955333,0.218118277269,-1.92473713334,-0.166508301379,10
10,-1.74187643784,1.48967840576,1.0442619952,2.17566349793,10
2,0.563783827919,0.188184703686,-0.489701601643,0.731405375733,2
10,-1.83732652319,0.709757976739,-0.901934421588,0.565383126167,10
10,-1.93722989128,-0.797221766482,-0.863708504212,2.06472313737,10
10,-1.66483587955,0.429149326168,0.121369336986,0.700253751717,10
10,-1.21340307935,-0.528597140375,-1.28672157913,1.38898802443,10
10,-1.14766627234,0.514742933224,-1.21104972469,0.815924242394,10
10,-1.45586618433,0.682280838841,-1.45078074064,-0.119402002574,10
10,0.511545433452,0.346908961519,-1.88421656652,0.212003432013,2
10,-3.00852666573,1.09724207099,-1.75536364816,-0.870443158063,10
10,-2.22008739153,1.76600127462,-2.1899815013,-2.18776549051,10
10,-2.42174792204,1.09881642275,-1.33814368985,1.64835185346,10
10,-1.83469210198,0.726233717727,-2.5983361196,-0.473148328008,10
2,1.11709762045,0.438200876961,-0.387514741952,-0.0587487270919,2
2,2.23037228262,-0.0472754750966,-0.506250449051,0.507571569299,2
10,-1.42155266757,-0.767680789663,-0.739509662524,0.755488887821,10
5,-0.399329326041,-0.0454668666076,0.713561486477,1.39798176127,10
2,0.693675142048,1.27264568863,-0.759669795109,0.0124581529793,2
2,1.49921168096,-1.51812687492,-1.71478898055,-0.042410289662,2
10,-0.454851975532,-0.504970337423,1.3720178348,-0.254876329678,2
10,-0.784707819425,-0.613801357758,-0.0962930942515,0.026425809491,2
10,-0.641153382227,-0.817396365999,0.570314640501,0.346521187811,2
10,-0.832160169174,0.931735242737,-0.0204727121326,0.874788569723,10
10,-0.571118727286,0.71588124406,0.166577730726,0.301220188811,2
10,-0.736052162354,-0.0366368720647,-0.101619326424,0.90783973022,10
10,-0.994383774164,0.573293042377,-0.229330525274,1.14820853934,2
2,-0.197171339371,0.495458898773,0.516760371581,1.49150102671,2
2,-0.648642859479,0.487075245905,0.856762356481,1.31376509873,2
2,0.0505854100907,-1.35810562089,-1.3407378285,0.0887574041759,2
10,-0.866292761482,1.81407986721,0.524374683573,-0.0310010587157,10
10,-2.34439623953,-0.639902269922,0.0835922812911,-0.55449021501,10
5,-1.02443056272,-2.59952818011,1.79858881135,3.78047432052,10
5,-0.664056560545,0.60829397389,1.26494494479,3.00154728754,2
10,-2.59406354922,-0.265765459215,0.345234421333,0.705605098733,10
10,-1.35312653212,1.52569445562,-0.656828914768,-1.03647324285,10
10,-1.4784147477,-1.36932245935,-1.86675453935,0.202424678667,10
10,-2.69887058227,1.08678361361,-0.173197085094,-0.309301930689,10
10,-2.15907724865,-0.329874458025,-0.687705267398,-1.74146709933,10
5,-2.03161671291,-2.03870190425,2.65905113888,3.41387806054,10
10,-2.91499454654,-0.951561673822,1.09500073976,2.22134194303,10
10,-2.88978812318,-0.234075804481,0.313026491909,0.140801125504,10
10,-1.55688367963,-0.722094214008,-1.14958759302,0.28759869069,10
2,1.39906884613,0.200674339425,0.440391593149,0.327409447234,2
5,-1.3321175908,-2.13033160027,1.08397719343,4.69158377217,10
2,0.673242528369,0.862034649812,-0.66117055523,0.896376260751,2
2,1.92144110575,1.00263413882,-0.762966708509,0.127639154122,2
2,0.904589583971,0.602760830282,-0.284187833892,-0.368678189338,2
2,1.34980841495,0.642911869709,0.0463284672034,0.185671171532,2
2,1.11993849972,0.842346439098,-1.05692163176,0.676183430776,2
2,1.08812756922,0.697289872594,-0.833408174231,0.537182619841,2
10,-1.85979266076,0.932259968667,0.324014463186,-1.31976353655,10
10,-1.41404166481,-0.0807942869074,-0.450091684959,0.922525709788,10
2,0.798697117457,0.159789950362,-0.0709412358391,0.0996462715318,2
2,0.812283864369,1.18321273385,-0.365876741516,-0.688004811117,2
2,2.06791782788,0.485369720766,0.214496923462,0.0780157777588,2
2,0.854411950105,0.763516503521,-0.509837142109,0.110075553688,2
10,0.806101276571,0.637277834662,-0.327968221675,-0.412653828444,2
2,1.72920568634,1.25419883849,-0.505359035067,0.750568299455,2
2,1.19232125518,0.813524128919,-0.82483607939,0.308984560735,2
10,-1.75408355378,0.326610646664,-0.371430495791,1.12166193643,10
10,-0.775189161308,-0.49261769186,-0.484502142366,0.0460987591617,10
10,-1.1364398141,0.465396573565,2.00606675239,1.59704502112,10
2,-0.159442251796,0.851550173845,-0.70820727373,1.15272504055,2
2,0.377517461205,-0.320498869524,-0.160664568411,-0.420396550903,2
2,-0.138131225543,0.0494239341599,-1.14999911271,-0.765164217553,10
2,0.934390192543,0.471964440623,0.169960602122,-0.566807846382,2
10,-3.06674378985,1.91553786272,0.353952011282,0.0583347943183,10
10,-2.64033951902,1.11232292118,-1.13910851267,-1.53093328401,10
10,-0.749135820595,0.38891560571,1.36987356886,2.44556845208,2
2,1.26147854594,-0.329550883776,0.577359483884,-2.09735905977,2
2,-0.348402488741,-0.912305487945,-1.07826923359,0.0478637418233,2
10,-2.73835702643,1.84993505927,-0.46045786497,-1.06581438714,10
10,-1.28940374847,-0.345953507368,0.330344729367,0.525613312992,10
2,0.0597076213041,1.65234241431,0.832895465801,-0.107460425776,10
2,-0.265216031957,0.701129921367,-0.07176367927,-0.0203315763002,2
2,-0.592985788545,0.494063575415,0.996751342483,-0.458953167622,10
2,-0.511912262124,-1.34001964748,-1.55025545325,0.174380672523,2
10,-0.795231427901,0.957269420786,1.06015043402,-0.0979942577841,10
10,-2.58227842485,0.796437155771,-0.323436787326,-1.06911646544,10
10,-0.899427886409,-1.93967909403,0.412118262463,1.88251915032,10
10,-3.08498728567,-0.267612901002,0.519894361384,-0.476587004029,10
5,-2.01685188845,0.765217991328,-0.114475210391,0.780938604987,10
2,-0.089590655213,-3.63217561924,-0.851724956395,1.46754995848,2
10,-0.831946100734,0.248862324433,0.00360155381813,1.59324066854,10
2,-0.32246595503,-1.59175238334,-0.862295174909,-0.706046246182,2
2,0.276862336847,-1.53005557845,-0.712860202285,-0.244860942754,2
10,-0.28413035034,-0.206620557686,1.24648135052,-1.00937680568,2
