type_id,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,label
2,0.0256727547161,-0.000305173790926,0.0323369502536,0.014385570175,-0.00105236458016,0.0012451339412,-0.000755252634682,0.047689819255,0.00637923056616,-1.19668193692e-05,0.027595883383,0.0395603260141,0.00715637013471,-0.0089559245734,-0.0239548212574,0.0268650747952,-0.0200521754709,10
10,0.0256727547161,-0.0444563759809,-0.00752519549773,-0.0186731974558,0.0113899052761,-0.0193235318925,0.00598960310607,-0.000412620688119,0.00193163859046,0.000792027835145,0.00503429871301,-0.000426414772904,0.00335528242491,-0.00272214016547,0.000538481557325,-0.00188843745396,-0.00365244818092,10
10,0.0256727547161,-0.00746984464039,-0.00582986483804,-0.0274917358703,0.00413673528665,-0.00449755045228,0.00460312827373,-0.0630053632594,-0.00546159682187,-0.00701342249064,0.00657979934197,-0.0233534268009,-0.00452683897665,-0.0123645808343,-0.0127292421705,0.0173895349164,-0.0104068862949,5
10,0.0256727547161,-0.0243752730681,-0.00692039237738,-0.0170370693769,0.00476865553175,-0.00650007245673,0.00420440705153,-0.0533547061226,-0.00403106028915,-0.00572848936739,0.0058429221095,-0.0144826322262,-0.00264311648607,-0.00800188368876,-0.00978736568741,0.0137920497459,-0.00929478137557,5
10,0.0256727547161,-0.0149216379191,-0.0064139562464,-0.0301715488751,0.00872881318546,-0.0133613714398,0.00530661085917,-0.0388433719389,-0.00285083389973,-7.73942007228e-05,-0.00853668691392,-0.0352097382735,-0.00304068484635,-0.0023851905524,0.00898530323562,-0.0142626756534,0.00488153249398,5
2,0.0256727547161,0.0118519252122,-0.00169190285559,0.00154930970215,-0.00282274568086,0.00424016489785,-0.00213000846278,0.0323062072652,0.00401176841279,0.00149053553241,0.00315401039842,0.0141053455702,0.00177258628782,-0.000617944497026,-0.0032811394097,0.00718044797067,-0.00335876016124,10
10,0.0256727547161,-0.00413934784471,-0.011174469863,-0.0518082988381,0.0120625634144,-0.0185826399385,0.0078087766438,-0.015406003001,-0.00077025885383,0.00174846165749,-0.0022915646429,-0.0265028376097,-0.000454784001961,-0.00403283106438,0.0032343598481,-0.00638690823518,0.00105537506863,10
10,0.0256727547161,-0.0264293677734,-0.0161819513734,-0.0217228493057,0.00756037161409,-0.0127775802494,0.00459613307384,-0.00107357429201,0.00194614207789,0.00270587772456,-0.00124526510238,-0.00511160408496,0.00193071477431,0.0024727337579,0.00431262164774,-0.00784781965364,-0.000920504252958,5
10,0.0256727547161,-0.0254073485376,-0.0230363681304,-0.0146225730361,0.00518722463888,-0.00911988121159,0.00263748025239,0.0093458015896,0.00358625269083,0.00102988947737,0.00338899870345,-0.00124612721611,0.00226828809639,-0.0020331430877,0.000661815609908,-0.00142287361544,-0.0022711975117,5
2,0.0256727547161,-0.00947218922164,0.0260782603791,-0.00199410005719,0.00608424205949,-0.010425317496,0.0017686670437,0.0277413327377,0.00437025891191,0.00197342885795,0.00783328081171,0.00778906023654,0.00371636527988,-0.00433379599855,-0.0042482933736,0.00239553390694,-0.00554029023745,10
10,0.0256727547161,0.00536859483327,-0.0198853249851,-0.0200887793947,0.00013860700077,0.000136711015622,0.00128650323258,0.0209802257658,0.00397278267015,-0.00105789649973,0.0131085910196,0.0124786324335,0.00343694118633,-0.00628202958854,-0.0137472324459,0.0174520487715,-0.0126028288825,5
10,0.0256727547161,0.011266294124,-0.00984727820797,-0.0329534014005,0.00378589972172,-0.00518610021399,0.00342256670814,0.0091811917465,0.0012250149212,0.00106269179652,0.00971563699113,0.00401330280341,0.00264559195266,-0.00708587687878,-0.0121209594813,0.0163569692292,-0.0084687069216,10
10,0.0256727547161,-0.0325412471275,-0.00892232967236,-0.0299084906395,0.00880217711289,-0.013514534474,0.00713318497994,-0.0134466117634,-0.000242344574545,-0.00467082881958,0.0257567081379,0.0226173974626,0.00439641577644,-0.012649124064,-0.0266510495372,0.0373838267808,-0.0213696924939,10
2,0.0256727547161,-0.0175434624687,0.0261456836264,0.00357445010962,0.00803638893907,-0.0142953318065,0.00111609340561,0.0263294792557,0.00446117476696,0.00343171959161,-0.00599487019856,-0.00517881604181,0.0020127151232,0.00127213182447,0.00867092082427,-0.011565580067,0.00403671749325,10
2,0.0256727547161,-0.00592409976876,0.0179905674321,0.00655803393205,0.00307678259892,-0.00593150587906,-0.000385967961137,0.0366950958482,0.00642087014754,0.00262500528283,0.00421874098399,0.00341850619605,0.00286225673317,-0.00376549665041,-0.00297939750049,0.000242722264954,-0.00393868446841,10
10,0.0256727547161,-0.0245228618951,-0.0155173869116,-0.0322815073615,0.00531424378157,-0.00769763299703,0.00710080911492,0.00036271910184,0.000997072609305,-0.00124980835105,0.0376551480586,0.0432808056215,0.00807168686373,-0.0132193052901,-0.0379532302619,0.0485181260107,-0.0306083186816,10
10,0.0256727547161,0.0180001842161,-0.00298881011334,-0.0383301876051,0.00847628551641,-0.0135988584042,0.00290758700705,0.00261874615801,-0.00158937110202,0.00723047383679,-0.0267007418021,-0.0363532922392,-0.00169903404358,0.00727976069955,0.0305596344979,-0.0395943257013,0.0239482649653,10
2,0.0256727547161,-0.0273752496956,-0.042800270852,0.0248066552505,-0.00943261294537,0.0147778963825,-0.00491989030548,-0.0324633006831,-0.00329039658976,-0.000189802461231,-0.00371063019116,0.00162738278029,-0.00152080895749,0.00324955332519,0.00539388230621,-0.00509630156019,0.0032521125748,5
10,0.0256727547161,-0.0323779861258,-0.045742870148,0.00250977041311,-0.000919077059124,-2.29811764001e-05,-0.000949553597198,0.0133519369713,0.00364359773533,0.00345377501685,-0.000293766009033,0.00952795575392,0.00283449237538,0.00406784637037,0.0067058359502,-0.00739759189106,0.00343852360382,5
10,0.0256727547161,-0.027217660483,-0.0499000234218,0.0084441767263,-0.00412885518152,0.00522294017629,-0.00238823927631,0.0131869218441,0.00279551827263,0.00314520131295,0.000181946003435,0.00476074219938,0.00179829134714,0.00257362682246,0.00433696021722,-0.00683308647742,0.00132209333978,5
10,0.0256727547161,-0.0355388612465,-0.0396218833518,-0.00185140447122,0.00138218474954,-0.00379141761631,0.000584393998495,0.0156209271861,0.00230458897494,0.0032512247447,0.00150369313686,0.00959554246698,0.00359220695945,0.00360198989417,0.00440996610915,-0.0062214338036,-0.000128230243243,5
2,0.0256727547161,0.0114483416862,0.0082013458204,0.00739827510799,0.00119318124079,-0.00325129290334,-0.00263599277964,0.0399888510959,0.00822820603125,0.00540397402296,-0.0137685772123,-0.0225846598675,0.00119320929464,0.00049470089249,0.0130250231246,-0.0200528784436,0.00702505339133,10
10,0.0256727547161,0.0382191578485,-0.00614253557999,-0.0303951909036,-0.00120366135646,0.0035387072588,0.0002796706793,0.00266381600225,-0.00136329144396,0.00182504059216,-0.00260010918214,-6.11165883115e-05,0.000709976859956,0.000779156628023,0.000328375781624,0.0016980343533,0.00104208769893,5
10,0.0256727547161,0.00957755524711,0.00931878995896,-0.0307234523909,0.00942839308784,-0.0153026780191,0.00331449946385,0.00764849287831,-0.000769756019458,0.00542733171003,-0.0207442464867,-0.0220275146853,-0.000846458939381,0.00906211041905,0.022476325695,-0.0265262394576,0.0168511767641,2
10,0.0256727547161,0.0374640839799,-0.0121214797588,-0.0335225835503,-0.000396203117696,0.00227147788202,0.000580894857102,0.0130217730108,-0.000208920610321,0.00179755557027,-0.00403748660593,0.00771493473829,0.00201822308528,0.00511456285497,0.0030040780041,-0.00032503148579,0.00132117096415,5
