test-merror-mean,test-merror-std,train-merror-mean,train-merror-std,nb,bst_nb,bst_merror
0.272244,0.00841174868859,0.246063,0.00234499176971,0,502,0.1713582
0.2482284,0.00651123907102,0.2235972,0.00233768735292,1,502,0.1713582
0.2370078,0.00480750194592,0.2137056,0.00251550397336,2,502,0.1713582
0.2514766,0.00794750070399,0.228814,0.00280711809513,3,502,0.1713582
0.2450788,0.00681218300987,0.222121,0.00298998240798,4,502,0.1713582
0.2401574,0.00688981429648,0.2160434,0.00240193477014,5,502,0.1713582
0.244882,0.0128428899707,0.2187994,0.00420162119187,6,502,0.1713582
0.2436022,0.00957831061096,0.221383,0.00352258354053,7,502,0.1713582
0.2377952,0.00883321545984,0.2175196,0.00195179595245,8,502,0.1713582
0.236319,0.00951418833112,0.215822,0.00240748757006,9,502,0.1713582
0.2375986,0.00982980306212,0.2179626,0.00214154099657,10,502,0.1713582
0.2387796,0.0085999613627,0.2163632,0.00204181090212,11,502,0.1713582
0.2358266,0.00865582235492,0.2147638,0.00184241563172,12,502,0.1713582
0.2357282,0.00982762250801,0.2143454,0.002655218153,13,502,0.1713582
0.2360236,0.00845872270736,0.2146162,0.00230640294832,14,502,0.1713582
0.2360236,0.00796313517655,0.2143208,0.00246073000551,15,502,0.1713582
0.2337598,0.00936866172727,0.2137304,0.00275943085436,16,502,0.1713582
0.2312008,0.0101876200636,0.212869,0.00245480255825,17,502,0.1713582
0.2319882,0.00989441384621,0.2125986,0.00217444674343,18,502,0.1713582
0.2315948,0.00987483264466,0.2117868,0.00198623557515,19,502,0.1713582
0.2319882,0.00926246583583,0.2119096,0.00170230168889,20,502,0.1713582
0.2323818,0.00915624838894,0.211762,0.00184525738042,21,502,0.1713582
0.23061,0.00885610919084,0.210925,0.00160134755753,22,502,0.1713582
0.2300198,0.00916227311097,0.2104084,0.00222750780919,23,502,0.1713582
0.2308072,0.0088144695904,0.2099162,0.002020641027,24,502,0.1713582
0.2299212,0.00825482897218,0.209375,0.00148135370523,25,502,0.1713582
0.2307086,0.00898527672584,0.2091782,0.00216805215804,26,502,0.1713582
0.2310038,0.00853870742911,0.2087846,0.00212946393254,27,502,0.1713582
0.229823,0.00901012581488,0.2086862,0.00223813077366,28,502,0.1713582
0.2300198,0.00892697369549,0.2080218,0.00216521365228,29,502,0.1713582
0.2298228,0.00866467807596,0.2076034,0.00234555184125,30,502,0.1713582
0.2294292,0.00861085165126,0.2074064,0.00233482749684,31,502,0.1713582
0.2288386,0.00868693084121,0.2075048,0.0024393716732,32,502,0.1713582
0.22815,0.00908288075447,0.2071358,0.00238034866354,33,502,0.1713582
0.2275588,0.0094025171183,0.2066436,0.00184590526301,34,502,0.1713582
0.2274604,0.0088273293719,0.2060038,0.00176170796672,35,502,0.1713582
0.2274606,0.00822534029934,0.2060778,0.00212403911452,36,502,0.1713582
0.2271654,0.00919957569891,0.2061762,0.00231809735775,37,502,0.1713582
0.2272638,0.00912434583737,0.2053888,0.00191959989581,38,502,0.1713582
0.2263778,0.00911693398901,0.2046754,0.00149603082856,39,502,0.1713582
0.2256892,0.00803592106482,0.2046508,0.00164259202482,40,502,0.1713582
0.2257876,0.00827813359641,0.2041586,0.00173045076208,41,502,0.1713582
0.2249016,0.00932689222839,0.2038878,0.00162348186316,42,502,0.1713582
0.2252954,0.00875604286422,0.203371,0.00156029317758,43,502,0.1713582
