test-merror-mean,test-merror-std,train-merror-mean,train-merror-std,nb,bst_nb,bst_merror
0.171806,0.00420953555633,0.1521526,0.00311546340694,0,4808,0.118117
0.1673724,0.00545779115027,0.1489756,0.00216975368187,1,4808,0.118117
0.1660922,0.00501180077018,0.149074,0.00286533069645,2,4808,0.118117
0.165501,0.00511025330096,0.1500342,0.00196720912971,3,4808,0.118117
0.1660922,0.00585433990814,0.149739,0.00228573585526,4,4808,0.118117
0.1650082,0.0056398664665,0.1493448,0.00203573008034,5,4808,0.118117
0.1654024,0.00565435858785,0.1499114,0.0019289433999,6,4808,0.118117
0.1655994,0.0058556758995,0.1503302,0.0017237720731,7,4808,0.118117
0.1659932,0.00548118452162,0.1495666,0.00185871112333,8,4808,0.118117
0.1654022,0.00477503899042,0.149813,0.00130808837622,9,4808,0.118117
0.1646142,0.00572736474829,0.1500098,0.00114303130316,10,4808,0.118117
0.16491,0.00563555906721,0.1500594,0.00150273145971,11,4808,0.118117
0.1647126,0.00594290321644,0.149665,0.00157269272269,12,4808,0.118117
0.1639246,0.00655883973276,0.1494188,0.00162349713889,13,4808,0.118117
0.1633336,0.00577749806058,0.1490986,0.00172603680146,14,4808,0.118117
0.1640228,0.00605862972627,0.1491724,0.00161397962812,15,4808,0.118117
0.1637274,0.00542188556132,0.1490988,0.00128531387606,16,4808,0.118117
0.1640232,0.00523695657419,0.1489998,0.00129756840282,17,4808,0.118117
0.1634318,0.00489186117546,0.1489508,0.0010948774178,18,4808,0.118117
0.163826,0.00493649231743,0.1490738,0.00100198491007,19,4808,0.118117
0.1635306,0.00537979853154,0.149197,0.00113811809581,20,4808,0.118117
0.163629,0.00520051116718,0.1490248,0.00130023788593,21,4808,0.118117
0.1639246,0.00501441795625,0.1489014,0.00114956210794,22,4808,0.118117
0.1635306,0.00459348876563,0.148877,0.00123768283498,23,4808,0.118117
0.1636292,0.00458748747791,0.1487292,0.0013804999674,24,4808,0.118117
0.1633336,0.00431958973052,0.1486552,0.00132736632472,25,4808,0.118117
0.1627426,0.00413546445275,0.148606,0.0013336932181,26,4808,0.118117
0.1624468,0.00409674394611,0.1487046,0.00130892331326,27,4808,0.118117
0.1623484,0.00463215321854,0.1484338,0.00128299826968,28,4808,0.118117
0.1622498,0.00484867162839,0.1485816,0.00125648996813,29,4808,0.118117
0.1623484,0.00517626041076,0.1483598,0.00119193127319,30,4808,0.118117
0.1625456,0.00546354022956,0.148409,0.00129249665377,31,4808,0.118117
0.1625452,0.00541732703093,0.1481382,0.0011479918815,32,4808,0.118117
0.1621514,0.0054998311465,0.148089,0.00127910984673,33,4808,0.118117
0.1622498,0.00554431548164,0.1478918,0.0011376576638,34,4808,0.118117
0.1623484,0.00530449076161,0.1479904,0.00118386242444,35,4808,0.118117
0.162053,0.00477986564665,0.1479658,0.00117827168344,36,4808,0.118117
0.1619546,0.00525080019045,0.1476456,0.00154186816557,37,4808,0.118117
0.1622502,0.00487175731744,0.1473994,0.00161887350957,38,4808,0.118117
0.1617576,0.00490984548026,0.1473254,0.00154968907849,39,4808,0.118117
0.1615604,0.00521213371279,0.1475716,0.00147102951704,40,4808,0.118117
0.161462,0.00487877718286,0.147301,0.00156407403917,41,4808,0.118117
0.1616588,0.00510957866756,0.1469806,0.00125378253298,42,4808,0.118117
0.161856,0.00527114974175,0.147104,0.00136649654226,43,4808,0.118117
0.1616588,0.00510320348017,0.1471038,0.00119970669749,44,4808,0.118117
0.161265,0.00481477908112,0.1468822,0.00141339271259,45,4808,0.118117
0.161659,0.00528499543992,0.1468084,0.00130094605576,46,4808,0.118117
0.1617574,0.00544107704779,0.1467342,0.00138827452617,47,4808,0.118117
0.1618558,0.00541917290368,0.1463648,0.00110652128764,48,4808,0.118117
0.1616592,0.00509826148407,0.1463404,0.00122636562248,49,4808,0.118117
0.1614618,0.00480170613012,0.1461924,0.00117395223071,50,4808,0.118117
0.1613634,0.00487372283168,0.1461186,0.00125450509764,51,4808,0.118117
0.1613634,0.00491177037737,0.1460692,0.00127188071768,52,4808,0.118117
0.1615604,0.00514001045135,0.145823,0.00146461940449,53,4808,0.118117
0.161659,0.00562442619296,0.1456014,0.00146929174775,54,4808,0.118117
0.1613634,0.00576324303149,0.1455768,0.00156327046924,55,4808,0.118117
0.1608708,0.00545026353124,0.1455274,0.00168114777459,56,4808,0.118117
0.160871,0.00534256129586,0.1452812,0.00153239060295,57,4808,0.118117
0.1607724,0.00541428195055,0.1451828,0.00147095946919,58,4808,0.118117
0.1607726,0.00554692118567,0.1449858,0.00147026737704,59,4808,0.118117
0.1606742,0.00557244999619,0.1446654,0.00172293222153,60,4808,0.118117
0.1603788,0.00572807826064,0.1447394,0.00175312721729,61,4808,0.118117
0.159886,0.00588694616928,0.1444932,0.001772794111,62,4808,0.118117
0.1602798,0.00593466512619,0.1445672,0.00170901075479,63,4808,0.118117
0.1606738,0.00636016067093,0.1441976,0.0016661258776,64,4808,0.118117
0.1602798,0.00623884952215,0.1441236,0.00169942550293,65,4808,0.118117
0.1600828,0.00600258475659,0.1439512,0.0016518449564,66,4808,0.118117
0.1601814,0.00603834333572,0.143976,0.00159600413533,67,4808,0.118117
0.1597874,0.00593439511998,0.143779,0.00159086982497,68,4808,0.118117
0.1597876,0.00625564837887,0.143853,0.00164382480818,69,4808,0.118117
0.159886,0.00636336957908,0.1437298,0.00170250678706,70,4808,0.118117
